[ 2012-09-29T06:06:28+08:00 ] /taodandan/index.php | INFO: Tag[ app_begin ] --START--
[ 2012-09-29T06:14:45+08:00 ] /taodandan/login/login.html?top_appkey=1012681999&top_parameters=ZXhwaXJlc19pbj04NjQwMCZocmFfZXhwaXJlc19pbj0xODAwJmlmcmFtZT0xJnIxX2V4cGlyZXNfaW49MTgwMCZyMl9leHBpcmVzX2luPTAmcmVfZXhwaXJlc19pbj0xNTU1MjAwMCZyZWZyZXNoX3Rva2VuPTYxMDE2MTJmMjM4MjU0MjNlZjg4MTE4OGNiNzFlYjU1YzVmZWYxZmU2NjNkYWNlMjA3NDA4Mjc4NiZ0cz0xMzQ4ODcwNDg1NTU3JnZpc2l0b3JfaWQ9MjA3NDA4Mjc4NiZ2aXNpdG9yX25pY2s9c2FuZGJveF9jXzEmdzFfZXhwaXJlc19pbj0xODAwJncyX2V4cGlyZXNfaW49MA%3D%3D&top_session=6101c12ee061372266881991a96823eee6c9fb85442c09f2074082786&timestamp=2012-09-29+06%3A14%3A42&sign=nhHlqcgYedZik28IpqOJFQ%3D%3D&encode=utf-8&agreement=true&agreementsign=1012681999-22481174-2074082786-94310A7C0FA95208113243F0E017EDE0&top_sign=0DK%2Fu0K9Ze5Z%2F8slYewWyw%3D%3D | NOTIC: [8] Undefined variable: r2_expires_in=0 LoginAction.class.php 第 29 行.
[ 2012-09-29T06:14:45+08:00 ] /taodandan/login/login.html?top_appkey=1012681999&top_parameters=ZXhwaXJlc19pbj04NjQwMCZocmFfZXhwaXJlc19pbj0xODAwJmlmcmFtZT0xJnIxX2V4cGlyZXNfaW49MTgwMCZyMl9leHBpcmVzX2luPTAmcmVfZXhwaXJlc19pbj0xNTU1MjAwMCZyZWZyZXNoX3Rva2VuPTYxMDE2MTJmMjM4MjU0MjNlZjg4MTE4OGNiNzFlYjU1YzVmZWYxZmU2NjNkYWNlMjA3NDA4Mjc4NiZ0cz0xMzQ4ODcwNDg1NTU3JnZpc2l0b3JfaWQ9MjA3NDA4Mjc4NiZ2aXNpdG9yX25pY2s9c2FuZGJveF9jXzEmdzFfZXhwaXJlc19pbj0xODAwJncyX2V4cGlyZXNfaW49MA%3D%3D&top_session=6101c12ee061372266881991a96823eee6c9fb85442c09f2074082786&timestamp=2012-09-29+06%3A14%3A42&sign=nhHlqcgYedZik28IpqOJFQ%3D%3D&encode=utf-8&agreement=true&agreementsign=1012681999-22481174-2074082786-94310A7C0FA95208113243F0E017EDE0&top_sign=0DK%2Fu0K9Ze5Z%2F8slYewWyw%3D%3D | NOTIC: [8] Undefined variable: re_expires_in=15552000 LoginAction.class.php 第 29 行.
[ 2012-09-29T06:14:45+08:00 ] /taodandan/login/login.html?top_appkey=1012681999&top_parameters=ZXhwaXJlc19pbj04NjQwMCZocmFfZXhwaXJlc19pbj0xODAwJmlmcmFtZT0xJnIxX2V4cGlyZXNfaW49MTgwMCZyMl9leHBpcmVzX2luPTAmcmVfZXhwaXJlc19pbj0xNTU1MjAwMCZyZWZyZXNoX3Rva2VuPTYxMDE2MTJmMjM4MjU0MjNlZjg4MTE4OGNiNzFlYjU1YzVmZWYxZmU2NjNkYWNlMjA3NDA4Mjc4NiZ0cz0xMzQ4ODcwNDg1NTU3JnZpc2l0b3JfaWQ9MjA3NDA4Mjc4NiZ2aXNpdG9yX25pY2s9c2FuZGJveF9jXzEmdzFfZXhwaXJlc19pbj0xODAwJncyX2V4cGlyZXNfaW49MA%3D%3D&top_session=6101c12ee061372266881991a96823eee6c9fb85442c09f2074082786&timestamp=2012-09-29+06%3A14%3A42&sign=nhHlqcgYedZik28IpqOJFQ%3D%3D&encode=utf-8&agreement=true&agreementsign=1012681999-22481174-2074082786-94310A7C0FA95208113243F0E017EDE0&top_sign=0DK%2Fu0K9Ze5Z%2F8slYewWyw%3D%3D | NOTIC: [8] Undefined variable: refresh_token=6101612f23825423ef881188cb71eb55c5fef1fe663dace2074082786 LoginAction.class.php 第 29 行.
[ 2012-09-29T06:14:45+08:00 ] /taodandan/login/login.html?top_appkey=1012681999&top_parameters=ZXhwaXJlc19pbj04NjQwMCZocmFfZXhwaXJlc19pbj0xODAwJmlmcmFtZT0xJnIxX2V4cGlyZXNfaW49MTgwMCZyMl9leHBpcmVzX2luPTAmcmVfZXhwaXJlc19pbj0xNTU1MjAwMCZyZWZyZXNoX3Rva2VuPTYxMDE2MTJmMjM4MjU0MjNlZjg4MTE4OGNiNzFlYjU1YzVmZWYxZmU2NjNkYWNlMjA3NDA4Mjc4NiZ0cz0xMzQ4ODcwNDg1NTU3JnZpc2l0b3JfaWQ9MjA3NDA4Mjc4NiZ2aXNpdG9yX25pY2s9c2FuZGJveF9jXzEmdzFfZXhwaXJlc19pbj0xODAwJncyX2V4cGlyZXNfaW49MA%3D%3D&top_session=6101c12ee061372266881991a96823eee6c9fb85442c09f2074082786&timestamp=2012-09-29+06%3A14%3A42&sign=nhHlqcgYedZik28IpqOJFQ%3D%3D&encode=utf-8&agreement=true&agreementsign=1012681999-22481174-2074082786-94310A7C0FA95208113243F0E017EDE0&top_sign=0DK%2Fu0K9Ze5Z%2F8slYewWyw%3D%3D | NOTIC: [8] Undefined variable: ts=1348870485557 LoginAction.class.php 第 29 行.
[ 2012-09-29T06:14:45+08:00 ] /taodandan/login/login.html?top_appkey=1012681999&top_parameters=ZXhwaXJlc19pbj04NjQwMCZocmFfZXhwaXJlc19pbj0xODAwJmlmcmFtZT0xJnIxX2V4cGlyZXNfaW49MTgwMCZyMl9leHBpcmVzX2luPTAmcmVfZXhwaXJlc19pbj0xNTU1MjAwMCZyZWZyZXNoX3Rva2VuPTYxMDE2MTJmMjM4MjU0MjNlZjg4MTE4OGNiNzFlYjU1YzVmZWYxZmU2NjNkYWNlMjA3NDA4Mjc4NiZ0cz0xMzQ4ODcwNDg1NTU3JnZpc2l0b3JfaWQ9MjA3NDA4Mjc4NiZ2aXNpdG9yX25pY2s9c2FuZGJveF9jXzEmdzFfZXhwaXJlc19pbj0xODAwJncyX2V4cGlyZXNfaW49MA%3D%3D&top_session=6101c12ee061372266881991a96823eee6c9fb85442c09f2074082786&timestamp=2012-09-29+06%3A14%3A42&sign=nhHlqcgYedZik28IpqOJFQ%3D%3D&encode=utf-8&agreement=true&agreementsign=1012681999-22481174-2074082786-94310A7C0FA95208113243F0E017EDE0&top_sign=0DK%2Fu0K9Ze5Z%2F8slYewWyw%3D%3D | NOTIC: [8] Undefined variable: visitor_id=2074082786 LoginAction.class.php 第 29 行.
[ 2012-09-29T06:14:45+08:00 ] /taodandan/login/login.html?top_appkey=1012681999&top_parameters=ZXhwaXJlc19pbj04NjQwMCZocmFfZXhwaXJlc19pbj0xODAwJmlmcmFtZT0xJnIxX2V4cGlyZXNfaW49MTgwMCZyMl9leHBpcmVzX2luPTAmcmVfZXhwaXJlc19pbj0xNTU1MjAwMCZyZWZyZXNoX3Rva2VuPTYxMDE2MTJmMjM4MjU0MjNlZjg4MTE4OGNiNzFlYjU1YzVmZWYxZmU2NjNkYWNlMjA3NDA4Mjc4NiZ0cz0xMzQ4ODcwNDg1NTU3JnZpc2l0b3JfaWQ9MjA3NDA4Mjc4NiZ2aXNpdG9yX25pY2s9c2FuZGJveF9jXzEmdzFfZXhwaXJlc19pbj0xODAwJncyX2V4cGlyZXNfaW49MA%3D%3D&top_session=6101c12ee061372266881991a96823eee6c9fb85442c09f2074082786&timestamp=2012-09-29+06%3A14%3A42&sign=nhHlqcgYedZik28IpqOJFQ%3D%3D&encode=utf-8&agreement=true&agreementsign=1012681999-22481174-2074082786-94310A7C0FA95208113243F0E017EDE0&top_sign=0DK%2Fu0K9Ze5Z%2F8slYewWyw%3D%3D | NOTIC: [8] Undefined variable: visitor_nick=sandbox_c_1 LoginAction.class.php 第 29 行.
[ 2012-09-29T06:14:45+08:00 ] /taodandan/login/login.html?top_appkey=1012681999&top_parameters=ZXhwaXJlc19pbj04NjQwMCZocmFfZXhwaXJlc19pbj0xODAwJmlmcmFtZT0xJnIxX2V4cGlyZXNfaW49MTgwMCZyMl9leHBpcmVzX2luPTAmcmVfZXhwaXJlc19pbj0xNTU1MjAwMCZyZWZyZXNoX3Rva2VuPTYxMDE2MTJmMjM4MjU0MjNlZjg4MTE4OGNiNzFlYjU1YzVmZWYxZmU2NjNkYWNlMjA3NDA4Mjc4NiZ0cz0xMzQ4ODcwNDg1NTU3JnZpc2l0b3JfaWQ9MjA3NDA4Mjc4NiZ2aXNpdG9yX25pY2s9c2FuZGJveF9jXzEmdzFfZXhwaXJlc19pbj0xODAwJncyX2V4cGlyZXNfaW49MA%3D%3D&top_session=6101c12ee061372266881991a96823eee6c9fb85442c09f2074082786&timestamp=2012-09-29+06%3A14%3A42&sign=nhHlqcgYedZik28IpqOJFQ%3D%3D&encode=utf-8&agreement=true&agreementsign=1012681999-22481174-2074082786-94310A7C0FA95208113243F0E017EDE0&top_sign=0DK%2Fu0K9Ze5Z%2F8slYewWyw%3D%3D | NOTIC: [8] Undefined variable: w1_expires_in=1800 LoginAction.class.php 第 29 行.
[ 2012-09-29T06:14:45+08:00 ] /taodandan/login/login.html?top_appkey=1012681999&top_parameters=ZXhwaXJlc19pbj04NjQwMCZocmFfZXhwaXJlc19pbj0xODAwJmlmcmFtZT0xJnIxX2V4cGlyZXNfaW49MTgwMCZyMl9leHBpcmVzX2luPTAmcmVfZXhwaXJlc19pbj0xNTU1MjAwMCZyZWZyZXNoX3Rva2VuPTYxMDE2MTJmMjM4MjU0MjNlZjg4MTE4OGNiNzFlYjU1YzVmZWYxZmU2NjNkYWNlMjA3NDA4Mjc4NiZ0cz0xMzQ4ODcwNDg1NTU3JnZpc2l0b3JfaWQ9MjA3NDA4Mjc4NiZ2aXNpdG9yX25pY2s9c2FuZGJveF9jXzEmdzFfZXhwaXJlc19pbj0xODAwJncyX2V4cGlyZXNfaW49MA%3D%3D&top_session=6101c12ee061372266881991a96823eee6c9fb85442c09f2074082786&timestamp=2012-09-29+06%3A14%3A42&sign=nhHlqcgYedZik28IpqOJFQ%3D%3D&encode=utf-8&agreement=true&agreementsign=1012681999-22481174-2074082786-94310A7C0FA95208113243F0E017EDE0&top_sign=0DK%2Fu0K9Ze5Z%2F8slYewWyw%3D%3D | NOTIC: [8] Undefined variable: w2_expires_in=0 LoginAction.class.php 第 29 行.
[ 2012-09-29T06:14:45+08:00 ] /taodandan/login/login.html?top_appkey=1012681999&top_parameters=ZXhwaXJlc19pbj04NjQwMCZocmFfZXhwaXJlc19pbj0xODAwJmlmcmFtZT0xJnIxX2V4cGlyZXNfaW49MTgwMCZyMl9leHBpcmVzX2luPTAmcmVfZXhwaXJlc19pbj0xNTU1MjAwMCZyZWZyZXNoX3Rva2VuPTYxMDE2MTJmMjM4MjU0MjNlZjg4MTE4OGNiNzFlYjU1YzVmZWYxZmU2NjNkYWNlMjA3NDA4Mjc4NiZ0cz0xMzQ4ODcwNDg1NTU3JnZpc2l0b3JfaWQ9MjA3NDA4Mjc4NiZ2aXNpdG9yX25pY2s9c2FuZGJveF9jXzEmdzFfZXhwaXJlc19pbj0xODAwJncyX2V4cGlyZXNfaW49MA%3D%3D&top_session=6101c12ee061372266881991a96823eee6c9fb85442c09f2074082786&timestamp=2012-09-29+06%3A14%3A42&sign=nhHlqcgYedZik28IpqOJFQ%3D%3D&encode=utf-8&agreement=true&agreementsign=1012681999-22481174-2074082786-94310A7C0FA95208113243F0E017EDE0&top_sign=0DK%2Fu0K9Ze5Z%2F8slYewWyw%3D%3D | NOTIC: [8] Undefined index: refresh_token LoginAction.class.php 第 36 行.
[ 2012-09-29T06:14:45+08:00 ] /taodandan/login/login.html?top_appkey=1012681999&top_parameters=ZXhwaXJlc19pbj04NjQwMCZocmFfZXhwaXJlc19pbj0xODAwJmlmcmFtZT0xJnIxX2V4cGlyZXNfaW49MTgwMCZyMl9leHBpcmVzX2luPTAmcmVfZXhwaXJlc19pbj0xNTU1MjAwMCZyZWZyZXNoX3Rva2VuPTYxMDE2MTJmMjM4MjU0MjNlZjg4MTE4OGNiNzFlYjU1YzVmZWYxZmU2NjNkYWNlMjA3NDA4Mjc4NiZ0cz0xMzQ4ODcwNDg1NTU3JnZpc2l0b3JfaWQ9MjA3NDA4Mjc4NiZ2aXNpdG9yX25pY2s9c2FuZGJveF9jXzEmdzFfZXhwaXJlc19pbj0xODAwJncyX2V4cGlyZXNfaW49MA%3D%3D&top_session=6101c12ee061372266881991a96823eee6c9fb85442c09f2074082786&timestamp=2012-09-29+06%3A14%3A42&sign=nhHlqcgYedZik28IpqOJFQ%3D%3D&encode=utf-8&agreement=true&agreementsign=1012681999-22481174-2074082786-94310A7C0FA95208113243F0E017EDE0&top_sign=0DK%2Fu0K9Ze5Z%2F8slYewWyw%3D%3D | NOTIC: [8] Undefined index: visitor_id LoginAction.class.php 第 37 行.
[ 2012-09-29T06:14:45+08:00 ] /taodandan/login/login.html?top_appkey=1012681999&top_parameters=ZXhwaXJlc19pbj04NjQwMCZocmFfZXhwaXJlc19pbj0xODAwJmlmcmFtZT0xJnIxX2V4cGlyZXNfaW49MTgwMCZyMl9leHBpcmVzX2luPTAmcmVfZXhwaXJlc19pbj0xNTU1MjAwMCZyZWZyZXNoX3Rva2VuPTYxMDE2MTJmMjM4MjU0MjNlZjg4MTE4OGNiNzFlYjU1YzVmZWYxZmU2NjNkYWNlMjA3NDA4Mjc4NiZ0cz0xMzQ4ODcwNDg1NTU3JnZpc2l0b3JfaWQ9MjA3NDA4Mjc4NiZ2aXNpdG9yX25pY2s9c2FuZGJveF9jXzEmdzFfZXhwaXJlc19pbj0xODAwJncyX2V4cGlyZXNfaW49MA%3D%3D&top_session=6101c12ee061372266881991a96823eee6c9fb85442c09f2074082786&timestamp=2012-09-29+06%3A14%3A42&sign=nhHlqcgYedZik28IpqOJFQ%3D%3D&encode=utf-8&agreement=true&agreementsign=1012681999-22481174-2074082786-94310A7C0FA95208113243F0E017EDE0&top_sign=0DK%2Fu0K9Ze5Z%2F8slYewWyw%3D%3D | NOTIC: [8] Undefined index: visitor_nick LoginAction.class.php 第 38 行.
[ 2012-09-29T06:14:45+08:00 ] /taodandan/login/login.html?top_appkey=1012681999&top_parameters=ZXhwaXJlc19pbj04NjQwMCZocmFfZXhwaXJlc19pbj0xODAwJmlmcmFtZT0xJnIxX2V4cGlyZXNfaW49MTgwMCZyMl9leHBpcmVzX2luPTAmcmVfZXhwaXJlc19pbj0xNTU1MjAwMCZyZWZyZXNoX3Rva2VuPTYxMDE2MTJmMjM4MjU0MjNlZjg4MTE4OGNiNzFlYjU1YzVmZWYxZmU2NjNkYWNlMjA3NDA4Mjc4NiZ0cz0xMzQ4ODcwNDg1NTU3JnZpc2l0b3JfaWQ9MjA3NDA4Mjc4NiZ2aXNpdG9yX25pY2s9c2FuZGJveF9jXzEmdzFfZXhwaXJlc19pbj0xODAwJncyX2V4cGlyZXNfaW49MA%3D%3D&top_session=6101c12ee061372266881991a96823eee6c9fb85442c09f2074082786&timestamp=2012-09-29+06%3A14%3A42&sign=nhHlqcgYedZik28IpqOJFQ%3D%3D&encode=utf-8&agreement=true&agreementsign=1012681999-22481174-2074082786-94310A7C0FA95208113243F0E017EDE0&top_sign=0DK%2Fu0K9Ze5Z%2F8slYewWyw%3D%3D | NOTIC: [8] Undefined index: sub_visitor_id LoginAction.class.php 第 39 行.
[ 2012-09-29T06:14:45+08:00 ] /taodandan/login/login.html?top_appkey=1012681999&top_parameters=ZXhwaXJlc19pbj04NjQwMCZocmFfZXhwaXJlc19pbj0xODAwJmlmcmFtZT0xJnIxX2V4cGlyZXNfaW49MTgwMCZyMl9leHBpcmVzX2luPTAmcmVfZXhwaXJlc19pbj0xNTU1MjAwMCZyZWZyZXNoX3Rva2VuPTYxMDE2MTJmMjM4MjU0MjNlZjg4MTE4OGNiNzFlYjU1YzVmZWYxZmU2NjNkYWNlMjA3NDA4Mjc4NiZ0cz0xMzQ4ODcwNDg1NTU3JnZpc2l0b3JfaWQ9MjA3NDA4Mjc4NiZ2aXNpdG9yX25pY2s9c2FuZGJveF9jXzEmdzFfZXhwaXJlc19pbj0xODAwJncyX2V4cGlyZXNfaW49MA%3D%3D&top_session=6101c12ee061372266881991a96823eee6c9fb85442c09f2074082786&timestamp=2012-09-29+06%3A14%3A42&sign=nhHlqcgYedZik28IpqOJFQ%3D%3D&encode=utf-8&agreement=true&agreementsign=1012681999-22481174-2074082786-94310A7C0FA95208113243F0E017EDE0&top_sign=0DK%2Fu0K9Ze5Z%2F8slYewWyw%3D%3D | NOTIC: [8] Undefined index: sub_taobao_user_nick LoginAction.class.php 第 40 行.
[ 2012-09-29T06:14:45+08:00 ] /taodandan/login/login.html?top_appkey=1012681999&top_parameters=ZXhwaXJlc19pbj04NjQwMCZocmFfZXhwaXJlc19pbj0xODAwJmlmcmFtZT0xJnIxX2V4cGlyZXNfaW49MTgwMCZyMl9leHBpcmVzX2luPTAmcmVfZXhwaXJlc19pbj0xNTU1MjAwMCZyZWZyZXNoX3Rva2VuPTYxMDE2MTJmMjM4MjU0MjNlZjg4MTE4OGNiNzFlYjU1YzVmZWYxZmU2NjNkYWNlMjA3NDA4Mjc4NiZ0cz0xMzQ4ODcwNDg1NTU3JnZpc2l0b3JfaWQ9MjA3NDA4Mjc4NiZ2aXNpdG9yX25pY2s9c2FuZGJveF9jXzEmdzFfZXhwaXJlc19pbj0xODAwJncyX2V4cGlyZXNfaW49MA%3D%3D&top_session=6101c12ee061372266881991a96823eee6c9fb85442c09f2074082786&timestamp=2012-09-29+06%3A14%3A42&sign=nhHlqcgYedZik28IpqOJFQ%3D%3D&encode=utf-8&agreement=true&agreementsign=1012681999-22481174-2074082786-94310A7C0FA95208113243F0E017EDE0&top_sign=0DK%2Fu0K9Ze5Z%2F8slYewWyw%3D%3D | NOTIC: [8] Undefined index: expires_in LoginAction.class.php 第 41 行.
[ 2012-09-29T06:14:45+08:00 ] /taodandan/login/login.html?top_appkey=1012681999&top_parameters=ZXhwaXJlc19pbj04NjQwMCZocmFfZXhwaXJlc19pbj0xODAwJmlmcmFtZT0xJnIxX2V4cGlyZXNfaW49MTgwMCZyMl9leHBpcmVzX2luPTAmcmVfZXhwaXJlc19pbj0xNTU1MjAwMCZyZWZyZXNoX3Rva2VuPTYxMDE2MTJmMjM4MjU0MjNlZjg4MTE4OGNiNzFlYjU1YzVmZWYxZmU2NjNkYWNlMjA3NDA4Mjc4NiZ0cz0xMzQ4ODcwNDg1NTU3JnZpc2l0b3JfaWQ9MjA3NDA4Mjc4NiZ2aXNpdG9yX25pY2s9c2FuZGJveF9jXzEmdzFfZXhwaXJlc19pbj0xODAwJncyX2V4cGlyZXNfaW49MA%3D%3D&top_session=6101c12ee061372266881991a96823eee6c9fb85442c09f2074082786&timestamp=2012-09-29+06%3A14%3A42&sign=nhHlqcgYedZik28IpqOJFQ%3D%3D&encode=utf-8&agreement=true&agreementsign=1012681999-22481174-2074082786-94310A7C0FA95208113243F0E017EDE0&top_sign=0DK%2Fu0K9Ze5Z%2F8slYewWyw%3D%3D | NOTIC: [8] Undefined index: re_expires_in LoginAction.class.php 第 42 行.
[ 2012-09-29T06:14:45+08:00 ] /taodandan/login/login.html?top_appkey=1012681999&top_parameters=ZXhwaXJlc19pbj04NjQwMCZocmFfZXhwaXJlc19pbj0xODAwJmlmcmFtZT0xJnIxX2V4cGlyZXNfaW49MTgwMCZyMl9leHBpcmVzX2luPTAmcmVfZXhwaXJlc19pbj0xNTU1MjAwMCZyZWZyZXNoX3Rva2VuPTYxMDE2MTJmMjM4MjU0MjNlZjg4MTE4OGNiNzFlYjU1YzVmZWYxZmU2NjNkYWNlMjA3NDA4Mjc4NiZ0cz0xMzQ4ODcwNDg1NTU3JnZpc2l0b3JfaWQ9MjA3NDA4Mjc4NiZ2aXNpdG9yX25pY2s9c2FuZGJveF9jXzEmdzFfZXhwaXJlc19pbj0xODAwJncyX2V4cGlyZXNfaW49MA%3D%3D&top_session=6101c12ee061372266881991a96823eee6c9fb85442c09f2074082786&timestamp=2012-09-29+06%3A14%3A42&sign=nhHlqcgYedZik28IpqOJFQ%3D%3D&encode=utf-8&agreement=true&agreementsign=1012681999-22481174-2074082786-94310A7C0FA95208113243F0E017EDE0&top_sign=0DK%2Fu0K9Ze5Z%2F8slYewWyw%3D%3D | NOTIC: [8] Undefined index: r1_expires_in LoginAction.class.php 第 43 行.
[ 2012-09-29T06:14:45+08:00 ] /taodandan/login/login.html?top_appkey=1012681999&top_parameters=ZXhwaXJlc19pbj04NjQwMCZocmFfZXhwaXJlc19pbj0xODAwJmlmcmFtZT0xJnIxX2V4cGlyZXNfaW49MTgwMCZyMl9leHBpcmVzX2luPTAmcmVfZXhwaXJlc19pbj0xNTU1MjAwMCZyZWZyZXNoX3Rva2VuPTYxMDE2MTJmMjM4MjU0MjNlZjg4MTE4OGNiNzFlYjU1YzVmZWYxZmU2NjNkYWNlMjA3NDA4Mjc4NiZ0cz0xMzQ4ODcwNDg1NTU3JnZpc2l0b3JfaWQ9MjA3NDA4Mjc4NiZ2aXNpdG9yX25pY2s9c2FuZGJveF9jXzEmdzFfZXhwaXJlc19pbj0xODAwJncyX2V4cGlyZXNfaW49MA%3D%3D&top_session=6101c12ee061372266881991a96823eee6c9fb85442c09f2074082786&timestamp=2012-09-29+06%3A14%3A42&sign=nhHlqcgYedZik28IpqOJFQ%3D%3D&encode=utf-8&agreement=true&agreementsign=1012681999-22481174-2074082786-94310A7C0FA95208113243F0E017EDE0&top_sign=0DK%2Fu0K9Ze5Z%2F8slYewWyw%3D%3D | NOTIC: [8] Undefined index: r2_expires_in LoginAction.class.php 第 44 行.
[ 2012-09-29T06:14:45+08:00 ] /taodandan/login/login.html?top_appkey=1012681999&top_parameters=ZXhwaXJlc19pbj04NjQwMCZocmFfZXhwaXJlc19pbj0xODAwJmlmcmFtZT0xJnIxX2V4cGlyZXNfaW49MTgwMCZyMl9leHBpcmVzX2luPTAmcmVfZXhwaXJlc19pbj0xNTU1MjAwMCZyZWZyZXNoX3Rva2VuPTYxMDE2MTJmMjM4MjU0MjNlZjg4MTE4OGNiNzFlYjU1YzVmZWYxZmU2NjNkYWNlMjA3NDA4Mjc4NiZ0cz0xMzQ4ODcwNDg1NTU3JnZpc2l0b3JfaWQ9MjA3NDA4Mjc4NiZ2aXNpdG9yX25pY2s9c2FuZGJveF9jXzEmdzFfZXhwaXJlc19pbj0xODAwJncyX2V4cGlyZXNfaW49MA%3D%3D&top_session=6101c12ee061372266881991a96823eee6c9fb85442c09f2074082786&timestamp=2012-09-29+06%3A14%3A42&sign=nhHlqcgYedZik28IpqOJFQ%3D%3D&encode=utf-8&agreement=true&agreementsign=1012681999-22481174-2074082786-94310A7C0FA95208113243F0E017EDE0&top_sign=0DK%2Fu0K9Ze5Z%2F8slYewWyw%3D%3D | NOTIC: [8] Undefined index: w1_expires_in LoginAction.class.php 第 45 行.
[ 2012-09-29T06:14:45+08:00 ] /taodandan/login/login.html?top_appkey=1012681999&top_parameters=ZXhwaXJlc19pbj04NjQwMCZocmFfZXhwaXJlc19pbj0xODAwJmlmcmFtZT0xJnIxX2V4cGlyZXNfaW49MTgwMCZyMl9leHBpcmVzX2luPTAmcmVfZXhwaXJlc19pbj0xNTU1MjAwMCZyZWZyZXNoX3Rva2VuPTYxMDE2MTJmMjM4MjU0MjNlZjg4MTE4OGNiNzFlYjU1YzVmZWYxZmU2NjNkYWNlMjA3NDA4Mjc4NiZ0cz0xMzQ4ODcwNDg1NTU3JnZpc2l0b3JfaWQ9MjA3NDA4Mjc4NiZ2aXNpdG9yX25pY2s9c2FuZGJveF9jXzEmdzFfZXhwaXJlc19pbj0xODAwJncyX2V4cGlyZXNfaW49MA%3D%3D&top_session=6101c12ee061372266881991a96823eee6c9fb85442c09f2074082786&timestamp=2012-09-29+06%3A14%3A42&sign=nhHlqcgYedZik28IpqOJFQ%3D%3D&encode=utf-8&agreement=true&agreementsign=1012681999-22481174-2074082786-94310A7C0FA95208113243F0E017EDE0&top_sign=0DK%2Fu0K9Ze5Z%2F8slYewWyw%3D%3D | NOTIC: [8] Undefined index: w2_expires_in LoginAction.class.php 第 46 行.
[ 2012-09-29T06:16:45+08:00 ] /taodandan/index.php | INFO: Tag[ app_begin ] --START--
[ 2012-09-29T06:16:45+08:00 ] /taodandan/index.php | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000760s ]
[ 2012-09-29T06:16:45+08:00 ] /taodandan/index.php | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000831s ]
[ 2012-09-29T06:16:45+08:00 ] /taodandan/index.php | INFO: Tag[ view_template ] --START--
[ 2012-09-29T06:16:45+08:00 ] /taodandan/index.php | INFO: Run LocationTemplate Behavior [ RunTime:0.000825s ]
[ 2012-09-29T06:16:45+08:00 ] /taodandan/index.php | INFO: Tag[ view_template ] --END-- [ RunTime:0.000873s ]
[ 2012-09-29T06:16:45+08:00 ] /taodandan/index.php | INFO: Tag[ view_parse ] --START--
[ 2012-09-29T06:16:45+08:00 ] /taodandan/index.php | INFO: Run ParseTemplate Behavior [ RunTime:0.007517s ]
[ 2012-09-29T06:16:45+08:00 ] /taodandan/index.php | INFO: Tag[ view_parse ] --END-- [ RunTime:0.007554s ]
[ 2012-09-29T06:16:45+08:00 ] /taodandan/index.php | INFO: Tag[ view_filter ] --START--
[ 2012-09-29T06:16:45+08:00 ] /taodandan/index.php | INFO: Run ContentReplace Behavior [ RunTime:0.000480s ]
[ 2012-09-29T06:16:45+08:00 ] /taodandan/index.php | INFO: Run TokenBuild Behavior [ RunTime:0.000500s ]
[ 2012-09-29T06:16:45+08:00 ] /taodandan/index.php | INFO: Run WriteHtmlCache Behavior [ RunTime:0.000395s ]
[ 2012-09-29T06:16:45+08:00 ] /taodandan/index.php | INFO: Run ShowRuntime Behavior [ RunTime:0.000526s ]
[ 2012-09-29T06:16:45+08:00 ] /taodandan/index.php | INFO: Tag[ view_filter ] --END-- [ RunTime:0.001992s ]
[ 2012-09-29T06:16:45+08:00 ] /taodandan/index.php | INFO: Tag[ view_end ] --START--
[ 2012-09-29T06:16:45+08:00 ] /taodandan/index.php | INFO: Run ShowPageTrace Behavior [ RunTime:0.000528s ]
[ 2012-09-29T06:16:45+08:00 ] /taodandan/index.php | INFO: Tag[ view_end ] --END-- [ RunTime:0.000565s ]
[ 2012-09-29T06:16:45+08:00 ] /taodandan/demos.css | ERR: (ThinkException) 无法加载模块Demos.css
[ 2012-09-29T06:16:47+08:00 ] /taodandan/login/login.html | INFO: Tag[ route_check ] --START--
[ 2012-09-29T06:16:47+08:00 ] /taodandan/login/login.html | INFO: Run CheckRoute Behavior [ RunTime:0.000764s ]
[ 2012-09-29T06:16:47+08:00 ] /taodandan/login/login.html | INFO: Tag[ route_check ] --END-- [ RunTime:0.000830s ]
[ 2012-09-29T06:16:47+08:00 ] /taodandan/login/login.html | INFO: Tag[ app_begin ] --START--
[ 2012-09-29T06:16:47+08:00 ] /taodandan/login/login.html | INFO: Run ReadHtmlCache Behavior [ RunTime:0.000583s ]
[ 2012-09-29T06:16:47+08:00 ] /taodandan/login/login.html | INFO: Tag[ app_begin ] --END-- [ RunTime:0.000619s ]
